400.0, -0.00022137566894597782
401.0, -0.00023044454329200834
402.0, -0.00023737821038255513
403.0, -0.000242408258399031
404.0, -0.00024576627552284875
405.0, -0.0002476838499354212
406.0, -0.00024839256981816114
407.0, -0.0002481240233524813
408.0, -0.00024710979871979454
409.0, -0.00024558148410151363
410.0, -0.00024377066767905135
411.0, -0.0002419089376338206
412.0, -0.00024022788214723406
413.0, -0.00023895908940070457
414.0, -0.00023833414757564497
415.0, -0.00023858464485346795
416.0, -0.00023994216941558636
417.0, -0.00024263830944341308
418.0, -0.00024690465311836076
419.0, -0.0002529727886218423
420.0, -0.0002610743041352705
421.0, -0.0002714407878400581
422.0, -0.0002843038279176179
423.0, -0.0002998950125493628
424.0, -0.00031844592991670537
425.0, -0.00034019135589141307
426.0, -0.0003654892083102886
427.0, -0.00039485692128194566
428.0, -0.00042882254456047184
429.0, -0.00046791412789995483
430.0, -0.0005126597210544819
431.0, -0.0005635873737781409
432.0, -0.0006212251358250194
433.0, -0.0006861010569492046
434.0, -0.0007587431869047845
435.0, -0.0008396795754458463
436.0, -0.0009294382723264778
437.0, -0.0010285473273007662
438.0, -0.0011375347901227996
439.0, -0.0012569287105466652
440.0, -0.0013872571383264508
441.0, -0.0015290481232162437
442.0, -0.0016828297149701313
443.0, -0.0018491299633422017
444.0, -0.002028476918086542
445.0, -0.002221392099072976
446.0, -0.002412475895248556
447.0, -0.002536189850852946
448.0, -0.0025171504800438455
449.0, -0.0022799742969789533
450.0, -0.00174927781581597
451.0, -0.0008496775507125932
452.0, 0.0004886142656149468
453.0, 0.0022694863130331582
454.0, 0.004453905157807002
455.0, 0.0070021035074865545
456.0, 0.009874314069621892
457.0, 0.013030769551763091
458.0, 0.016431797043586212
459.0, 0.02004961157143986
460.0, 0.023879772231167277
461.0, 0.027920556269733585
462.0, 0.03217024093410392
463.0, 0.03662710347124341
464.0, 0.04129421206681823
465.0, 0.04626584042567984
466.0, 0.051718021843928215
467.0, 0.0578296842888177
468.0, 0.06477975572760265
469.0, 0.0727034157684223
470.0, 0.08150443178955935
471.0, 0.09101034077950212
472.0, 0.10105181313469387
473.0, 0.1116386287087451
474.0, 0.12305166403199977
475.0, 0.13559436970962774
476.0, 0.14949742925249587
477.0, 0.16441251083336259
478.0, 0.17971471033292694
479.0, 0.19477740886296374
480.0, 0.2089827960859109
481.0, 0.22229235530531402
482.0, 0.23559595892973453
483.0, 0.24986047301317849
484.0, 0.2655058163365187
485.0, 0.28200082204770727
486.0, 0.2987191161171618
487.0, 0.3150648781175522
488.0, 0.3310106412441968
489.0, 0.3470313591060134
490.0, 0.36361462268876626
491.0, 0.38097850640382674
